time,open,high,low,close,MHULL,SHULL
1567468800,10338.1,10762,10270.5,10606.9,10041.302493643921,10198.357278224421
1567555200,10605.7,10792.3,10372,10560.7,10001.02173357727,10106.283055813235
1567641600,10563.2,10692.6,10450,10564.6,9982.743660241875,10041.302493643921
1567728000,10564.5,10900,10181.3,10295.9,9975.170636466708,10001.02173357727
1567814400,10295.9,10550,10294.2,10455.3,9979.39677970178,9982.743660241875
1567900800,10455.4,10582,10227.1,10384.3,9990.086874699376,9975.170636466708
1567987200,10384.3,10480.7,10069.5,10305.4,10002.304757953689,9979.39677970178
1568073600,10304.8,10379.5,9960,10103.1,10010.262453446028,9990.086874699376
1568160000,10102.3,10273.1,9930.4,10157.3,10015.952498368035,10002.304757953689
1568246400,10157.3,10430,10038.9,10412.5,10026.69451350237,10010.262453446028
1568332800,10412,10430,10152.5,10339.3,10040.057565278637,10015.952498368035
1568419200,10339.3,10416.7,10225.7,10334,10054.818476602764,10026.69451350237
1568505600,10334,10359,10245.1,10302.1,10070.025247887035,10040.057565278637
1568592000,10301.8,10350,10082.5,10250.7,10085.150839174054,10054.818476602764
1568678400,10250.9,10270.4,10144.4,10187.4,10099.238469645434,10070.025247887035
1568764800,10186.1,10255,10100,10155.5,10110.946475211298,10085.150839174054
1568851200,10155.9,10317.5,9685,10246.5,10122.521006665293,10099.238469645434
1568937600,10244.4,10278.1,10075,10169.9,10132.612777777777,10110.946475211298
1569024000,10170,10177.6,9910,9984.9,10136.77292817632,10122.521006665293
1569110400,9984.8,10086.5,9861.1,10026.6,10137.480864684258,10132.612777777777
1569196800,10026.5,10045.1,9631.7,9704.1,10127.393920926957,10136.77292817632
1569283200,9704.1,9790.8,7844.1,8503.8,10076.849722651688,10137.480864684258
1569369600,8501.5,8725.8,8220.1,8435.3,9991.567298752836,10127.393920926957
1569456000,8435.1,8460.7,7752,8062.3,9868.785426114891,10076.849722651688
1569542400,8062.3,8260.9,7860.7,8178.5,9720.981131467739,9991.567298752836
1569628800,8178.2,8307.2,8008.9,8199.7,9556.976324469182,9868.785426114891
1569715200,8198.8,8229.1,7898.5,8041.8,9379.958302411875,9720.981131467739
1569801600,8042.6,8332.1,7722.3,8287.5,9205.348972033258,9556.976324469182
1569888000,8289.1,8496.1,8178.1,8288.3,9039.690723304473,9379.958302411875
1569974400,8287.5,8367,8149.1,8353.7,8886.248858311004,9205.348972033258
1570060800,8353.9,8388.3,8064,8221,8742.244219834398,9039.690723304473
1570147200,8223.6,8228.1,8015,8132.6,8604.80496031746,8886.248858311004
1570233600,8132.9,8175.9,8011.1,8126.6,8474.376463701641,8742.244219834398
1570320000,8127.2,8151,7800,7850.8,8343.997308974094,8604.80496031746
1570406400,7854.9,8293,7768.2,8185.1,8223.616045832476,8474.376463701641
1570492800,8187.2,8324,8100.7,8167.6,8112.809852264138,8343.997308974094
1570579200,8167.8,8695.9,8113.9,8561.6,8022.542010667904,8223.616045832476
1570665600,8561.6,8642.3,8424.1,8555.9,7951.6646935339795,8112.809852264138
1570752000,8555.9,8777,8229.2,8256.4,7890.602323661787,8022.542010667904
1570838400,8255.8,8394.3,8248.7,8299.8,7840.1421365010665,7951.6646935339795
1570924800,8299.9,8448.6,8163.6,8273.9,7798.936500206143,7890.602323661787
1571011200,8273.9,8379.9,8208,8345.9,7767.183531831925,7840.1421365010665
1571097600,8345.8,8399.1,8110.3,8160.7,7739.123147461004,7798.936500206143
1571184000,8159.3,8179.1,7918.1,7995.5,7710.4527124132455,7767.183531831925
1571270400,7992.6,8118.4,7930.5,8069.9,7685.746744915136,7739.123147461004
1571356800,8069.9,8113.6,7812.6,7946.8,7663.68620413317,7710.4527124132455
1571443200,7946.8,8081.1,7869.7,7951.7,7645.593380488559,7685.746744915136
1571529600,7951.7,8289.4,7870.2,8217.1,7639.97737597059,7663.68620413317
1571616000,8217.1,8323,8146.8,8195,7645.749780285852,7645.593380488559
1571702400,8195,8292.9,7990.6,8023,7656.716265374836,7639.97737597059
1571788800,8020.1,8045,7310,7465.9,7656.780297704941,7645.749780285852
1571875200,7465.9,7497,7340,7412.9,7645.330795110974,7656.716265374836
1571961600,7412.9,8769,7382.1,8654.6,7657.435835738336,7656.780297704941
1572048000,8654.7,10348.6,8637.5,9233.5,7704.022873548408,7645.330795110974
1572134400,9233.4,9785,9043.7,9525.7,7785.68135332921,7657.435835738336
1572220800,9527.1,9898,9200,9203.3,7886.900567236996,7704.022873548408
1572307200,9207.6,9531.4,9101,9404.4,8008.156903988866,7785.68135332921
1572393600,9404.4,9406.2,9001.9,9154.3,8136.491682213287,7886.900567236996
1572480000,9154.1,9384.2,8946.6,9141.6,8264.508272692916,8008.156903988866
1572566400,9142.7,9272.5,9038.1,9226.1,8387.475577715935,8136.491682213287
1572652800,9226,9368.3,9190,9287.4,8504.649145021644,8264.508272692916
1572739200,9287.5,9357.5,9075.9,9194.1,8612.828390881605,8387.475577715935
1572825600,9194.6,9502.9,9118.6,9394.9,8718.789039974576,8504.649145021644
1572912000,9394.8,9453,9180.9,9308.9,8819.362908335052,8612.828390881605
1572998400,9308.7,9430.3,9253.6,9335.6,8916.154206349205,8718.789039974576
1573084800,9335.7,9370,9060,9214.2,9005.59657278568,8819.362908335052
1573171200,9214.3,9258.2,8650,8774.2,9075.72549817907,8916.154206349205
1573257600,8774.2,8875,8726,8808.4,9129.843771730915,9005.59657278568
1573344000,8808.9,9128.7,8750,9033.9,9176.302767212943,9075.72549817907
1573430400,9033.8,9065.6,8628.9,8734.7,9207.86014249639,9129.843771730915
1573516800,8733.9,8872.7,8550,8812.7,9229.344679447535,9176.302767212943
1573603200,8812.7,8834.8,8711.2,8776.6,9241.491321978285,9207.86014249639
1573689600,8776.7,8799.4,8596.4,8645.9,9242.891596749812,9229.344679447535
1573776000,8646,8780,8404.6,8470.9,9230.982600151172,9241.491321978285
1573862400,8470.9,8529.9,8432.4,8490.7,9207.60520725967,9242.891596749812
1573948800,8491.1,8618.7,8373.6,8500.7,9174.721611179824,9230.982600151172
1574035200,8500.7,8500.8,8070,8188.4,9126.448781436819,9207.60520725967
1574121600,8188.4,8212.6,8010,8131.6,9064.054751082253,9174.721611179824
1574208000,8131.9,8230.2,8042.1,8095.4,8989.11169595616,9126.448781436819
1574294400,8095.5,8132.3,7500,7626.3,8891.576365955474,9064.054751082253
1574380800,7626.3,7758.5,6801,7265.5,8767.729819367141,8989.11169595616
1574467200,7265.2,7341.3,7078.9,7310.8,8626.273784528963,8891.576365955474
1574553600,7310.6,7329.7,6856.6,6898.9,8463.442120353191,8767.729819367141
1574640000,6900.4,7548,6516.5,7109.5,8293.279934549577,8626.273784528963
1574726400,7109.6,7334.6,7022.6,7155.6,8122.957763090085,8463.442120353191
1574812800,7155.5,7652,6850.2,7508,7966.617038067752,8293.279934549577
1574899200,7509.3,7634.5,7366,7419.7,7824.220816154744,8122.957763090085
1574985600,7419,7844.1,7397.7,7739.3,7705.009133941456,7966.617038067752
1575072000,7739.5,7796.4,7452.8,7544.8,7601.415804902768,7824.220816154744
1575158400,7544.9,7544.9,7233.9,7391.2,7508.101503727753,7705.009133941456
1575244800,7391.1,7418.9,7160.3,7294.7,7420.7545771490395,7601.415804902768
1575331200,7294.6,7397.5,7240.6,7291.9,7338.7924149659875,7508.101503727753
1575417600,7291.9,7765.3,7087,7197.2,7259.378470933828,7420.7545771490395
1575504000,7199.4,7475,7153.4,7387.9,7188.975075070431,7338.7924149659875
1575590400,7387.4,7574.6,7303.7,7529.4,7130.846942383013,7259.378470933828
1575676800,7529.2,7610,7472.4,7488.2,7084.003529598708,7188.975075070431
1575763200,7488.3,7559,7372.9,7508.8,7048.933072304679,7130.846942383013
1575849600,7508.8,7643.9,7286.6,7342.4,7020.047637342815,7084.003529598708
1575936000,7342.4,7397,7166,7226.4,6993.851076839826,7048.933072304679
1576022400,7226.5,7270.7,7141.3,7214.6,6970.286664003986,7020.047637342815
1576108800,7213.8,7284.7,7093.4,7199.7,6948.807792809042,6993.851076839826
1576195200,7199.7,7293.6,7196.3,7258.4,6931.530815038136,6970.286664003986
1576281600,7258.5,7266.6,7016.7,7066.1,6914.141918075313,6948.807792809042
1576368000,7066.2,7197.7,7013,7118.6,6899.662948189378,6931.530815038136
1576454400,7118.5,7250,6831,6892.9,6883.100935975402,6914.141918075313
1576540800,6893,6937.6,6565,6622.9,6858.752960300282,6899.662948189378
1576627200,6623.1,7441,6437,7275.6,6846.6274258743915,6883.100935975402
1576713600,7277.4,7360.4,7049,7149.7,6841.981746289425,6858.752960300282
1576800000,7149.8,7212.8,7082.3,7186.4,6844.508253710575,6846.6274258743915
1576886400,7186.5,7188.9,7107.9,7133,6851.72933106576,6841.981746289425
1576972800,7132.9,7503.1,7123.7,7499.5,6871.593617209509,6844.508253710575
1577059200,7500.2,7691.8,7268.3,7320.1,6896.475637840995,6851.72933106576
1577145600,7320.2,7428.3,7164,7258,6922.24162595341,6871.593617209509
1577232000,7256.5,7268.7,7129.3,7202.2,6944.997112622826,6896.475637840995
1577318400,7202.3,7429,7157,7203.5,6965.293640228818,6922.24162595341
1577404800,7203.5,7272.6,7090.7,7254.2,6984.99371873497,6944.997112622826
1577491200,7254.8,7358,7242.1,7313.7,7005.7485825087615,6965.293640228818
1577577600,7313.8,7523.5,7287.6,7391,7028.965434961864,6984.99371873497
1577664000,7391,7403.8,7216.3,7245.4,7050.866871435443,7005.7485825087615
1577750400,7245.4,7320.9,7141.8,7196.1,7070.256289167182,7028.965434961864
1577836800,7196.2,7251.8,7176.1,7200.2,7087.20571849447,7050.866871435443
1577923200,7200.3,7210.6,6933.3,6964.8,7095.462674104995,7070.256289167182
1578009600,6964.8,7397.7,6867,7346.2,7106.740959510066,7087.20571849447
1578096000,7344.6,7399,7271.5,7355.3,7121.00360552807,7095.462674104995
1578182400,7355.9,7490,7320.7,7359.9,7138.280884181955,7106.740959510066
1578268800,7359.7,7792,7348.8,7758.1,7169.2281998557,7121.00360552807
1578355200,7758.5,8206.4,7727.9,8150.2,7221.599038600289,7138.280884181955
1578441600,8150,8458,7878.4,8053,7287.972721346115,7169.2281998557
1578528000,8053.6,8055.6,7746.4,7820.7,7357.953659898302,7221.599038600289
1578614400,7820.8,8198.3,7682,8192.4,7437.852349086099,7287.972721346115
1578700800,8193.8,8282.4,7992.4,8026,7519.100164055521,7357.953659898302
1578787200,8026.2,8198.3,7962.6,8184.5,7602.976300075586,7437.852349086099
1578873600,8184.6,8195,8061,8107.3,7683.598436662544,7519.100164055521
1578960000,8107.8,8878.4,8107.8,8819.4,7777.995979093657,7602.976300075586
1579046400,8819.5,8916.8,8567.4,8823.3,7883.2032385075245,7683.598436662544
1579132800,8822.1,8855,8593.7,8723,7993.065295901189,7777.995979093657
1579219200,8723,9030.2,8674.8,8913.5,8109.048419655742,7883.2032385075245
1579305600,8913.5,8988.3,8808.9,8916.3,8228.120747526284,7993.065295901189
1579392000,8916.4,9197.8,8442.1,8704.5,8341.48269437573,8109.048419655742
1579478400,8704.6,8750.5,8529.2,8642.9,8445.78760332921,8228.120747526284
1579564800,8642.9,8775.8,8452.2,8734.6,8541.69768415447,8341.48269437573
1579651200,8734.6,8811.6,8600,8680.4,8628.04980562427,8445.78760332921
1579737600,8680.4,8687,8306.6,8409,8698.150439170617,8541.69768415447
1579824000,8408.9,8524.5,8242,8437.9,8754.295995670996,8628.04980562427
1579910400,8438,8446.6,8275.8,8341.2,8796.05983336769,8698.150439170617
1579996800,8341.2,8619.6,8300.8,8614,8833.425206486634,8754.295995670996
1580083200,8614,8998.8,8577.8,8911.3,8874.620378014843,8796.05983336769
1580169600,8911,9394.1,8888.8,9375,8930.55107202982,8833.425206486634
1580256000,9375.5,9445.2,9236.7,9303.8,8995.913928914999,8874.620378014843
1580342400,9304.7,9635,9212.6,9514.7,9072.866509482581,8930.55107202982
1580428800,9514.7,9528.6,9212,9350.1,9152.047309918917,8995.913928914999
1580515200,9350.8,9460.1,9300,9385.5,9230.563175462104,9072.866509482581
1580601600,9385.5,9471.9,9139,9332.8,9302.759352023637,9152.047309918917
1580688000,9332.4,9600,9241.5,9297.2,9365.481264515909,9230.563175462104
1580774400,9296.7,9348.1,9100.5,9195.4,9415.677150329828,9302.759352023637
1580860800,9195.5,9731.1,9179.8,9611.3,9466.199750395108,9365.481264515909
1580947200,9611.4,9863.2,9530.1,9773.9,9520.27509053116,9415.677150329828
1581033600,9773.9,9880.2,9738.1,9819.5,9578.358419655739,9466.199750395108
1581120000,9819.5,9934.4,9667,9895.3,9640.544557307772,9520.27509053116
1581206400,9895.3,10172,9883.3,10155.9,9711.778191781761,9578.358419655739
1581292800,10155.9,10192.9,9766.8,9853.2,9780.268527880848,9640.544557307772
1581379200,9853.3,10317,9715.6,10222.5,9854.643893613002,9711.778191781761
1581465600,10222.4,10445,10091.6,10330,9934.139817735177,9780.268527880848
1581552000,10330.8,10496.5,10096,10234,10013.51018123411,9854.643893613002
1581638400,10234.1,10375,10111.3,10343.8,10094.31581108706,9934.139817735177
1581724800,10343.9,10371.7,9795.8,9906.3,10163.035348983029,10013.51018123411
1581811200,9906.3,10048.7,9532.4,9924.1,10220.395387377173,10094.31581108706
1581897600,9924.1,9959,9457.4,9702.6,10261.481160929017,10163.035348983029
1581984000,9705.6,10246.5,9590,10163.9,10299.615156411048,10220.395387377173
1582070400,10166.5,10251.2,9366,9597.2,10319.639959372636,10261.481160929017
1582156800,9597.3,9690.2,9409,9596.1,10324.441989452345,10299.615156411048
1582243200,9597.3,9754.9,9472.8,9678.6,10318.754191489728,10319.639959372636
1582329600,9678.7,9700,9557,9649.8,10304.185118360474,10324.441989452345
1582416000,9649.8,9983.3,9649.4,9939.8,10289.703015014084,10318.754191489728
1582502400,9939.9,9987.9,9460,9658.5,10267.984300745551,10304.185118360474
1582588800,9658.5,9671.5,9257,9318.4,10231.257160980555,10289.703015014084
1582675200,9318.6,9380,8625,8787.2,10169.867665000344,10267.984300745551
1582761600,8787.8,8971.2,8531,8821.4,10089.846269154124,10231.257160980555
1582848000,8820.6,8899.5,8443,8691.7,9992.030097917956,10169.867665000344
1582934400,8691.9,8788.9,8516,8527.1,9877.030633460454,10089.846269154124
1583020800,8524.4,8746.2,8421.5,8530.9,9750.250290833505,9992.030097917956
1583107200,8531,8963.4,8499.8,8910.2,9627.80586880712,9877.030633460454
1583193600,8910.2,8915,8656,8761.2,9508.202424156529,9750.250290833505
1583280000,8761.2,8847.1,8655.7,8750.7,9393.594414639592,9627.80586880712
1583366400,8750.8,9153.1,8750.7,9056.9,9292.761135848279,9508.202424156529
1583452800,9056.2,9168.7,8989.1,9134.3,9206.921972445543,9393.594414639592
1583539200,9133.9,9184.9,8789.8,8889.9,9127.891617278223,9292.761135848279
1583625600,8889.9,8889.9,8001.1,8036.5,9032.072795385831,9206.921972445543
1583712000,8035,8175.2,7636.3,7931.3,8919.715567236995,9127.891617278223
1583798400,7931.4,8147.1,7736.9,7895.3,8795.09356146499,9032.072795385831
1583884800,7895.4,8000,7590,7933.2,8663.86996907854,8919.715567236995
1583971200,7933.2,7960.4,4448.6,4802.9,8446.244107830002,8795.09356146499
1584057600,4811.8,5950,3800,5576.3,8183.67377946128,8663.86996907854
1584144000,5577.6,5636,5057.6,5175.8,7881.245597299528,8446.244107830002
1584230400,5176.6,5915,5102,5359.7,7560.248488026524,8183.67377946128
1584316800,5361.1,5365.4,4445,5027.3,7223.116426767678,7881.245597299528
1584403200,5028.8,5532,4926.1,5316.7,6890.386290885042,7560.248488026524
1584489600,5316.8,5434.6,5000,5394.8,6574.141055881948,7223.116426767678
1584576000,5394,6397.7,5254.4,6162.2,6304.432934618293,6890.386290885042
1584662400,6162.2,6901.7,5661.9,6204.4,6075.880864856043,6574.141055881948
1584748800,6205.6,6450.9,5864,6191.1,5884.683774994847,6304.432934618293
1584835200,6188.3,6402,5720,5815.8,5716.356532330104,6075.880864856043
1584921600,5815.4,6589.7,5692.8,6469,5586.281301707551,5884.683774994847
1585008000,6467.1,6827.2,6361.5,6746.4,5494.809789132824,5716.356532330104
1585094400,6746.4,6950.3,6429.3,6673,5432.343821119357,5586.281301707551
1585180800,6673,6776.5,6412.2,6733.2,5393.944215196178,5494.809789132824
1585267200,6733.2,6843.7,6272.1,6358,5365.8846390778535,5432.343821119357
1585353600,6358,6358,6027.5,6242.4,5343.5037419260625,5393.944215196178
1585440000,6239.8,6266,5871.5,5881.2,5316.36261269154,5365.8846390778535
1585526400,5881.3,6600,5860,6394.9,5298.621253865182,5343.5037419260625
1585612800,6395,6520,6288,6409.7,5290.9946007696,5316.36261269154
1585699200,6410.8,6678,6151.9,6642.7,5301.037341355734,5298.621253865182
1585785600,6642.7,7203,6541,6794.6,5333.025859702466,5290.9946007696
1585872000,6794.6,7040,6604.5,6736.2,5385.127809901737,5301.037341355734
1585958400,6734,7013.3,6650.2,6856.4,5458.752140967497,5333.025859702466
1586044800,6856.4,6892.1,6672.4,6772.2,5547.625845100666,5385.127809901737
1586131200,6771.8,7350,6766.1,7329.5,5661.820991719921,5458.752140967497
1586217600,7329.8,7459.9,7076,7197.9,5792.381441713049,5547.625845100666
1586304000,7198,7419.9,7127.7,7359.7,5939.297955747956,5661.820991719921
1586390400,7359.7,7371.6,6851,7284.9,6092.485272967774,5792.381441713049
1586476800,7283.5,7293.4,6740.1,6859,6235.346517470626,5939.297955747956
1586563200,6859,6940.1,6762.4,6878.1,6365.411960592318,6092.485272967774
1586649600,6878,7180.4,6780,6901.6,6481.657238541882,6235.346517470626
1586736000,6901.6,6901.6,6571,6838.1,6580.388560262489,6365.411960592318
1586822400,6838,6974.2,6760,6869.5,6663.777924654709,6481.657238541882
1586908800,6868.4,6931.3,6607.8,6621.9,6726.4637022435245,6580.388560262489
1586995200,6621.7,7186.5,6475.9,7101,6785.826833127191,6663.777924654709
1587081600,7101.3,7144.9,6953.5,7026.3,6841.387325980898,6726.4637022435245
1587168000,7027,7291,7016.3,7248.8,6899.191190819764,6785.826833127191
1587254400,7248.8,7262.9,7055.5,7120.7,6954.143281110424,6841.387325980898
1587340800,7120.7,7210.9,6751.9,6828.6,6998.36966055109,6899.191190819764
1587427200,6828.7,6940.5,6760,6843.1,7033.6076049611775,6954.143281110424
1587513600,6841.5,7152.8,6818.8,7125.5,7068.515923778604,6998.36966055109
1587600000,7125.6,7743.4,7005,7484,7111.245439342404,7033.6076049611775
1587686400,7484.1,7610,7396.3,7503.9,7160.405179945715,7068.515923778604
1587772800,7503.9,7700,7438,7543,7214.618767264482,7111.245439342404
1587859200,7543.1,7700,7490,7692.8,7275.696463272177,7160.405179945715
1587945600,7692.9,7793,7624.5,7771.8,7342.9365395451105,7214.618767264482
1588032000,7772.2,7776.3,7660.7,7740.3,7411.301000395106,7275.696463272177
1588118400,7740.4,8964,7710.9,8777.6,7505.10996031746,7342.9365395451105
1588204800,8777.5,9455.9,8388,8624.3,7613.004946488696,7411.301000395106
1588291200,8623.7,9055.6,8617.1,8826.3,7735.458679825465,7505.10996031746
1588377600,8826.4,9010.1,8755.1,8971.1,7870.807023036488,7613.004946488696
1588464000,8971.6,9195.1,8718.3,8892.1,8010.957475348726,7735.458679825465
1588550400,8892.1,8948.7,8521,8870.5,8151.133374046588,7870.807023036488
1588636800,8871.5,9107.7,8756,9021.1,8291.41184446506,8010.957475348726
1588723200,9021.2,9397.8,8911.6,9145.9,8430.528351800316,8151.133374046588
1588809600,9146,10049.8,9030.9,9983.5,8590.125208032707,8291.41184446506
1588896000,9981.2,10031.1,9718,9797.8,8758.852070449391,8430.528351800316
1588982400,9797.8,9910.1,9523,9538.2,8925.288047996975,8590.125208032707
1589068800,9537.3,9566.4,8000,8725.6,9065.120487012986,8758.852070449391
1589155200,8724.7,9161.1,8198.7,8560.9,9175.118739606954,8925.288047996975
1589241600,8561.2,8973.2,8529.6,8810.5,9263.880638785817,9065.120487012986
1589328000,8810.5,9397.3,8790.8,9307.2,9345.565041915756,9175.118739606954
1589414400,9307.9,9931.8,9257.6,9790.7,9432.532560812202,9263.880638785817
1589500800,9791.3,9843.4,9121.3,9318.4,9512.323289356147,9345.565041915756
1589587200,9316.2,9582.8,9223.9,9382.4,9588.734709767745,9432.532560812202
1589673600,9381.4,9880.7,9325.4,9679.3,9670.25567125335,9512.323289356147
1589760000,9679.4,9946.3,9486.5,9731.2,9753.673393716072,9588.734709767745
1589846400,9731.2,9895.1,9476.6,9777.2,9834.895484607985,9670.25567125335
1589932800,9777.2,9837.7,9321.7,9512.5,9902.850542671615,9753.673393716072
1590019200,9512.5,9573.2,8815.8,9064.8,9945.345229935408,9834.895484607985
1590105600,9066.4,9271.5,8935.5,9168,9969.087374768089,9902.850542671615
1590192000,9168,9307.1,9077.9,9177.3,9975.811167542775,9945.345229935408
1590278400,9177.4,9295,8700,8716,9955.021409417302,9969.087374768089
1590364800,8716,8978.1,8637.6,8899.2,9916.803383237133,9975.811167542775
1590451200,8899.1,9008.6,8701.4,8840,9863.650794939187,9955.021409417302
1590537600,8838,9224.3,8815.5,9201.9,9810.82705670652,9916.803383237133
1590624000,9202,9622.3,9111.7,9577.2,9770.44116092902,9863.650794939187
1590710400,9577.2,9603,9331.2,9426.1,9736.928496873497,9810.82705670652
1590796800,9426.2,9736.4,9337.6,9696.1,9717.168191266406,9770.44116092902
1590883200,9696.2,9700,9398.6,9450,9702.600712224285,9736.928496873497
1590969600,9450.2,10369.7,9422.6,10201,9710.597671184634,9717.168191266406
1591056000,10201.1,10220.7,9272.1,9518.3,9717.240133048168,9702.600712224285
1591142400,9518.4,9686.6,9300,9667.5,9724.20112511166,9710.597671184634
1591228800,9667.6,9880,9423.9,9790.2,9734.264178434,9717.240133048168
1591315200,9790.2,9850,9588.4,9622.4,9742.910991805813,9724.20112511166
1591401600,9622.4,9733.1,9535.5,9668.6,9751.122119064796,9734.264178434
1591488000,9668.7,9802.4,9386,9745.1,9760.339687779153,9742.910991805813
1591574400,9745.2,9796,9640,9775.8,9769.278185425686,9751.122119064796
1591660800,9775.8,9870.7,9566.9,9772.4,9778.88042027417,9760.339687779153
1591747200,9772.4,9987.5,9700,9881.9,9791.17678940768,9769.278185425686
1591833600,9881.9,9966.2,9011,9280.6,9789.739559111522,9778.88042027417
1591920000,9280.7,9554.7,9238.4,9466.6,9782.152653920155,9791.17678940768
1592006400,9466.6,9492.6,9343.5,9473.1,9769.6808264619,9789.739559111522
1592092800,9473,9479.4,9250.2,9340.6,9750.435716089467,9782.152653920155
1592179200,9340.7,9494.7,8910.6,9425.3,9729.208845684738,9769.6808264619
1592265600,9425.4,9587.6,9373.2,9524.6,9710.647961760462,9750.435716089467
1592352000,9524.6,9563,9242,9464.5,9693.985589998627,9729.208845684738
1592438400,9464.6,9484.6,9278.4,9387.4,9677.999031557065,9710.647961760462
1592524800,9387.5,9436.5,9242,9309.9,9659.748608963788,9693.985589998627
1592611200,9309.9,9394.4,9173.4,9358,9640.820308441558,9677.999031557065
1592697600,9357.9,9418.8,9283.2,9295,9618.99432316361,9659.748608963788
1592784000,9295,9774,9278.6,9685.8,9604.419085583726,9640.820308441558
1592870400,9685.9,9719.8,9580.1,9623.7,9593.58532725211,9618.99432316361
1592956800,9623.6,9668.4,9207,9296.7,9577.129307101628,9604.419085583726
1593043200,9296.7,9337.5,9010.4,9247,9555.15046837422,9593.58532725211
1593129600,9247.1,9295.5,9045.4,9164.4,9526.48897263451,9577.129307101628
1593216000,9164.3,9194,8836.3,9012.7,9488.541712018141,9555.15046837422
1593302400,9012.8,9189.4,8933.2,9119.1,9446.157807067273,9526.48897263451
1593388800,9119.1,9234.9,9027.4,9191.1,9403.322031797568,9488.541712018141
1593475200,9191.1,9202,9067.9,9136.6,9360.589951728169,9446.157807067273
1593561600,9136.6,9289,9091,9231.4,9322.547015649698,9403.322031797568
1593648000,9231.4,9260.4,8944.1,9086.1,9285.489523294167,9360.589951728169
1593734400,9087.1,9123.5,9038.1,9058.8,9249.197548443623,9322.547015649698
1593820800,9059,9187.6,9044.3,9135.9,9216.129683055042,9285.489523294167
1593907200,9135.4,9143.2,8912,9072.4,9184.247418144025,9249.197548443623
1593993600,9072.4,9374.1,9060,9342.9,9161.210631141346,9216.129683055042
1594080000,9342.9,9378.5,9186.7,9254.9,9144.023471964541,9184.247418144025
1594166400,9255,9467.9,9230,9435.3,9137.146154057584,9161.210631141346
1594252800,9435.4,9439.2,9164.8,9235.1,9133.416335463478,9144.023471964541
1594339200,9235.2,9313,9128.4,9286.9,9133.312395640076,9137.146154057584
1594425600,9287,9298.7,9180.2,9232.5,9134.146514550264,9133.416335463478
1594512000,9232.6,9342.7,9159.9,9298.6,9136.872545695047,9133.312395640076
1594598400,9299.6,9339.5,9204.6,9242.6,9138.819364048652,9134.146514550264
1594684800,9242.5,9275,9117.4,9253.3,9140.671549336908,9136.872545695047
1594771200,9253.4,9274.5,9161,9198.9,9140.995926870748,9138.819364048652
1594857600,9199,9224.9,9046.4,9133.4,9139.077660533909,9140.671549336908
1594944000,9133.4,9184.2,9088.6,9154.1,9135.875945080052,9140.995926870748
1595030400,9154.2,9204.8,9122.4,9168.9,9132.358302325982,9139.077660533909
1595116800,9168.9,9229,9103.9,9206.6,9129.810208548066,9135.875945080052
1595203200,9206.6,9218.7,9132.3,9159.9,9127.784276180168,9132.358302325982
1595289600,9160.1,9430.2,9153.1,9385.4,9132.986489813095,9129.810208548066
1595376000,9385.5,9531.2,9277.7,9516.1,9147.954476053046,9127.784276180168
1595462400,9516.1,9665.6,9444.5,9603,9173.112428021714,9132.986489813095
1595548800,9603.1,9631.9,9466.5,9540.2,9204.196981206624,9147.954476053046
1595635200,9540.2,9729.6,9525.7,9699.6,9243.15578068096,9173.112428021714
1595721600,9699.7,10124.6,9648.2,9931,9293.44873479695,9204.196981206624
1595808000,9931,11380,9922,11026.5,9380.783128478664,9243.15578068096
1595894400,11026.7,11240,10561.8,10909.8,9493.037202466845,9293.44873479695
1595980800,10909.8,11336,10450,11101,9628.299761732977,9380.783128478664
1596067200,11100.9,11170,10833.5,11100.3,9779.12978397925,9493.037202466845
1596153600,11100.4,11446.3,10963.4,11336.4,9945.05432788772,9628.299761732977
1596240000,11336.3,11857.7,11206.6,11799.4,10130.627610716003,9779.12978397925
1596326400,11799.8,12108.7,9998,11070.6,10306.95905964406,9945.05432788772
1596412800,11070.6,11477,10890,11220.6,10473.933911478733,10130.627610716003
1596499200,11220.7,11410,11020.3,11188.7,10630.04352375799,10306.95905964406
1596585600,11188.6,11782,11097.8,11741.2,10789.381916185666,10473.933911478733
1596672000,11741.1,11900,11566.3,11764.2,10949.681894025287,10630.04352375799
1596758400,11764.4,11906.7,11325,11592.3,11103.442826479079,10789.381916185666
1596844800,11592.3,11805,11518,11765.7,11254.164217601185,10949.681894025287
1596931200,11765.7,11794.1,11524.6,11682.2,11399.49984616574,11103.442826479079
1597017600,11682.2,12055.7,11500.1,11890.1,11542.390947227379,11254.164217601185
1597104000,11890.3,11933.2,11127.3,11392.1,11666.51815897066,11399.49984616574
1597190400,11392.1,11615.8,11152.4,11564.7,11775.92939119082,11542.390947227379
1597276800,11565,11787,11272.8,11775.6,11876.94644368859,11666.51815897066
1597363200,11775.7,11850,11635.6,11759.7,11968.88477753728,11775.92939119082
1597449600,11759.8,11980,11668.6,11854.4,12053.478984144163,11876.94644368859
1597536000,11854.5,11932.2,11685,11910.1,12131.707463151926,11968.88477753728
1597622400,11910.2,12450,11770.3,12280.8,12212.2946433725,12053.478984144163
1597708800,12280.8,12383.1,11250,11945.4,12284.366246220712,12131.707463151926
1597795200,11945.4,12019.6,11563.5,11753.3,12340.921466536109,12212.2946433725
1597881600,11753.4,11879.7,11667.4,11858,12384.678857022605,12284.366246220712
